listingkey,listingnumber,status,creditgrade,amount,startdate,enddate,memberkey,groupkey
F2933423157564431AD50E5,343566,Expired,D,5000,"2008-06-03 09:50:02","2008-06-10 09:52:50",91FC3422810582737E1087D,NULL
F2EB34230077350506FC6AB,346014,Expired,AA,15000,"2008-06-06 15:13:49","2008-06-13 15:15:02",0A663421494242013EA0B65,NULL
F30E34236299257019708D0,348698,Expired,B,15000,"2008-06-11 12:16:16","2008-06-18 12:16:35",6EE934231586846378D8168,NULL
F3163422478524440DE57AC,347533,Expired,HR,3000,"2008-06-09 16:15:59","2008-06-16 16:17:30",71093416928236248B05F53,NULL
F33334223316548224CB656,348305,Expired,HR,5000,"2008-06-10 18:31:56","2008-06-17 18:35:06",D2E53422721076093A85862,NULL
F41D3423105676154FD152F,349870,Expired,D,2000,"2008-06-13 06:20:50","2008-06-20 06:21:21",E87634234934086209063E2,NULL
F42D34233680692272633DF,345311,Expired,HR,2000,"2008-06-05 14:26:14","2008-06-12 14:29:31",F7293420881797560F87931,NULL
F5593422624463180A3AA1C,345086,Expired,A,25000,"2008-06-05 10:27:15","2008-06-12 10:29:01",1E8D342177571565755FF27,NULL
F68734237517673255F646E,344444,Completed,C,3500,"2008-06-04 13:22:02","2008-06-11 13:24:02",B3CC342207965733659FC74,NULL
F7D63423191765328B9D984,343268,Expired,D,10000,"2008-06-02 18:38:19","2008-06-09 18:39:50",09DF3399803442845A28944,NULL
F990340577723261588542B,236180,Expired,HR,7500,"2008-06-05 15:18:35","2008-06-12 15:23:03",5B70337164776411886C777,3D4D3366260257624AB272D
F9AD3422625558438C89F49,349261,Expired,D,2800,"2008-06-12 06:55:11","2008-06-19 06:55:37",E4B23422725412273FFA7EF,NULL
F9DA34238179663569EE386,349884,Expired,E,4000,"2008-06-13 06:51:29","2008-06-20 06:53:32",86AF3422994785539967837,NULL
FAD33423855961225734A8D,350293,Completed,B,2000,"2008-06-13 20:33:53","2008-06-20 20:36:22",925A342267608699421A064,NULL
FB013421689664822B681A7,335471,Expired,D,7500,"2008-06-03 09:18:03","2008-06-10 09:19:35",018B3422374291427176A1A,NULL
FB63342367342910073D810,344312,Expired,D,10000,"2008-06-04 11:05:31","2008-06-11 11:09:56",45E434225516791862D3868,NULL
FBC6342201496461089D978,342442,Expired,HR,2000,"2008-06-01 07:20:58","2008-06-08 07:25:23",A4123423212780551258686,NULL
FBD23424260210570CA45AE,350038,Expired,C,7500,"2008-06-13 11:22:38","2008-06-20 11:25:01",91AA3421833574819D2A369,NULL
FC6B3422704637398ED07A2,350769,Completed,D,4000,"2008-06-15 08:47:15","2008-06-22 08:47:54",942F34035577492198A9FCC,NULL
FDD234241823582497F36A2,349706,Completed,A,10200,"2008-06-12 19:08:16","2008-06-19 19:09:16",9C4A34231851906526252DC,NULL
FE2834219282332102457A4,343902,Expired,HR,2000,"2008-06-03 16:58:02","2008-06-10 16:59:29",97D634202993163964F4960,NULL
FE6B3423699359490249B8D,345429,Completed,B,4000,"2008-06-05 17:10:53","2008-06-11 12:33:27",97493397585070389CC8922,NULL
